,0,1,2,3,4
Test,K-S p_value,PSI,Kullback-Leibler divergence,Jensen-Shannon distance,Wasserstein distance (normed)
t=1000,1.9984014443252818e-15,5.347350607095337,1.3360050407361204,0.5842258239138882,4.567074137076222
t=1010,1.9984014443252818e-15,5.455248959341347,1.3801497788674175,0.5904100633766827,4.62324751595513
t=1020,1.9984014443252818e-15,5.600013082136365,1.4300003459031676,0.5977310508538888,4.702936114170574
t=1030,1.9984014443252818e-15,5.676515114818101,1.4488799461153108,0.6015181239434035,4.747288493523829
t=1040,1.9984014443252818e-15,5.7448801015856885,1.4898386009536304,0.60705790748936,4.760867669143696
t=1050,1.9984014443252818e-15,5.87961761355602,1.5449924423518369,0.6137007564529546,4.832354947249497
t=1060,1.9984014443252818e-15,5.994234292438692,1.5754320668248043,0.6183851173388859,4.905175884551972
t=1070,1.9984014443252818e-15,6.075055365879792,1.605892595196538,0.6232864660970311,4.934994206376915
t=1080,1.9984014443252818e-15,6.143924058406387,1.655005755493,0.6280051408824343,4.942338723627207
t=1090,1.9984014443252818e-15,6.306517748741835,1.7262114543442895,0.6357007533752086,5.020596140247043
t=1100,1.9984014443252818e-15,6.414407244353012,1.7520826387711734,0.6398002236306228,5.089659525038445
t=1110,1.9984014443252818e-15,6.515484729131583,1.8060220111935759,0.6462337384726934,5.112382385964121
t=1120,1.9984014443252818e-15,6.578895821433057,1.8555334309528422,0.6499428126788249,5.122494246526005
t=1130,1.9984014443252818e-15,6.580240926521652,1.8567137490121264,0.6499982100350058,5.124322154424639
t=1140,1.9984014443252818e-15,6.597127323478779,1.8688321100355851,0.6511951621997079,5.125637122131867
t=1150,1.9984014443252818e-15,6.605812742122937,1.8750947688332986,0.6518039532044319,5.128637418082614
t=1160,1.9984014443252818e-15,6.603474493487871,1.8728021361459795,0.6517820487804196,5.132088463214123
t=1170,1.9984014443252818e-15,6.603474493487871,1.8728021361459795,0.6517820487804196,5.132322569802971
t=1180,1.9984014443252818e-15,6.638645225571766,1.8981790987694094,0.6542342001153769,5.133811189744485
t=1190,1.9984014443252818e-15,6.685423575255064,1.9373549882378067,0.656378278888739,5.139500461684828
t=1200,1.9984014443252818e-15,6.566729049550099,1.8714116072932927,0.6513108506997335,5.099279334955199
t=1210,1.9984014443252818e-15,6.450053714935998,1.819427031180679,0.6451996967223902,5.055125096788504
t=1220,1.9984014443252818e-15,6.463090490490325,1.8258319625786485,0.645058221318014,5.036920527798945
t=1230,1.9984014443252818e-15,6.306564542992771,1.7670934445730888,0.6378655325543158,4.961101990279197
t=1240,1.9984014443252818e-15,6.107475655937113,1.6672011031019893,0.6284829806306074,4.878290265428063
t=1250,1.9984014443252818e-15,6.042870136996892,1.6432411711665196,0.6248366132120897,4.851803524373128
t=1260,1.9984014443252818e-15,5.972465818979884,1.6140651616664963,0.6210895651304934,4.843445124069067
t=1270,1.9984014443252818e-15,5.814009010205089,1.5529891002151546,0.6133743251754602,4.765770760328046
t=1280,1.9984014443252818e-15,5.655099162707673,1.4860143506675694,0.605139347406067,4.689292650764259
t=1290,1.9984014443252818e-15,5.617903875809688,1.47333737586542,0.6027662353243973,4.675653133510079
t=1300,1.9984014443252818e-15,5.543725585000693,1.4496287807515067,0.5987102955191405,4.642360707979848
t=1310,1.9984014443252818e-15,5.400589402723383,1.4018766960170241,0.5915351132888691,4.561426906340315
t=1320,1.9984014443252818e-15,5.2724079251083955,1.35152284776366,0.5840560158942871,4.496029042750886
t=1330,1.9984014443252818e-15,5.261035254221238,1.3496359933055948,0.5834193581618164,4.4899523436639655
t=1340,1.9984014443252818e-15,5.189665763522417,1.3428619206749728,0.5807604617744914,4.436639575507488
t=1350,1.9984014443252818e-15,5.040178964955856,1.2879607417838392,0.5727819281664844,4.352953821646977
t=1360,1.9984014443252818e-15,4.941511378594623,1.254817902537651,0.5667037496581224,4.300304929919734
t=1370,1.9984014443252818e-15,4.955656702161879,1.2685293039546681,0.5677819125598255,4.300690624231257
t=1380,1.9984014443252818e-15,4.843805587940577,1.2434152337733533,0.5625596915231541,4.227268775267849
